ID,target,f190486d6,58e2e02e6,eeb9cd3aa,9fd594eec,6eef030c1,15ace8c9f,fb0f5dbfe,58e056e12,20aa07010,024c577b9,d6bb78916,b43a7cfd5,58232a6fb,1702b5bf0,324921c7b,62e59a501,2ec5b290f,241f0f867,fb49e4212,66ace2992,f74e8f13d,5c6487af1,963a49cdc,26fc93eb7,1931ccfdd,703885424,70feb1494,491b9ee45,23310aa6f,e176a204a,6619d81fc,1db387535,fc99f9426,91f701ba2,0572565c2,190db8488,adb64ff71,c47340d97,c5a231d81,0ff32eb98,leaked_target_0,leaked_target_1,leaked_target_2,leaked_target_3,leaked_target_4,leaked_target_5,leaked_target_6,leaked_target_7,leaked_target_8,leaked_target_9,leaked_target_10,leaked_target_11,leaked_target_12,leaked_target_13,leaked_target_14,leaked_target_15,leaked_target_16,leaked_target_17,leaked_target_18,leaked_target_19,leaked_target_20,leaked_target_21,leaked_target_22,leaked_target_23,leaked_target_24,leaked_target_25,leaked_target_26,leaked_target_27,leaked_target_28,leaked_target_29,leaked_target_30,leaked_target_31,leaked_target_32,leaked_target_33,leaked_target_34,leaked_target_35,leaked_target_36,leaked_target_37,compiled_leak,nonzero_mean
39f919b40,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,33270789.704491656
39f95166f,1600000.0,0.0,3200000.0,2400000.0,0.0,0.0,0.0,6000000.0,0.0,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350000.0,2260000.0,0.0,0.0,0.0,1100000.0,0.0,0.0,1800000.0,0.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,0.0,1600000.0,0.0,1600000.0,0.0,0.0,0.0,1600000.0,1600000.0,1600000.0,0.0,0.0,0.0,1600000.0,0.0,1600000.0,0.0,1600000.0,1600000.0,0.0,0.0,1600000.0,0.0,0.0,0.0,1600000.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0,1600000.0,1604475.8732691908
3a02be674,2000000.0,500000.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,64800.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,2000000.0,2000000.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0,2000000.0,2000000.0,2000000.0,0.0,2000000.0,50199.50694997045
3a1fbf873,14000000.0,0.0,0.0,0.0,0.0,0.0,51000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,1000000.0,0.0,0.0,0.0,0.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000000.0,328350.10131479544
3a238cb0f,216000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216000.0,0.0,0.0,0.0,216000.0,0.0,216000.0,0.0,0.0,0.0,0.0,0.0,0.0,216000.0,157986.81850653255
3a6d7f3c5,30100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5752738.082116335
3a90a8061,2800000.0,0.0,556000.0,0.0,0.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,17020000.0,0.0,0.0,2800000.0,0.0,0.0,0.0,0.0,2800000.0,0.0,0.0,0.0,2800000.0,0.0,0.0,0.0,2800000.0,0.0,2800000.0,2800000.0,2800000.0,0.0,0.0,0.0,2800000.0,0.0,2800000.0,2800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800000.0,0.0,2800000.0,866464.332162353
3a9867882,600000.0,0.0,400000.0,0.0,143333.34,0.0,0.0,0.0,0.0,0.0,115000.0,400000.0,0.0,0.0,173333.34,2000000.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,600000.0,280000.0,0.0,60000.0,0.0,227500.0,0.0,0.0,0.0,0.0,200000.0,0.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,600000.0,600000.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,335280.64293679723
3a9d2ab52,10000000.0,0.0,5000000.0,5000000.0,10000000.0,15000000.0,0.0,0.0,13333333.34,0.0,0.0,0.0,20000000.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,10000000.0,0.0,0.0,0.0,10000000.0,11737382.967716122
3aa712072,21463500.0,3736666.66,0.0,320000.0,26880000.0,0.0,0.0,1050000.0,20406000.0,816500.0,19552000.0,385500.0,7443333.34,35000000.0,6208000.0,800000.0,67756000.0,830000.0,6000000.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,4998800.0,21463500.0,21463500.0,21463500.0,21463500.0,21463500.0,21463500.0,21463500.0,0.0,21463500.0,21463500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21463500.0,21463500.0,21463500.0,21463500.0,0.0,0.0,21463500.0,21463500.0,21463500.0,21463500.0,21463500.0,21463500.0,21463500.0,21463500.0,0.0,0.0,21463500.0,21463500.0,21463500.0,0.0,21463500.0,21463500.0,3109065.1636164836
3aaf62e8d,700000.0,840000.0,2600000.0,700000.0,2700000.0,1800000.0,1000000.0,2000000.0,1600000.0,0.0,0.0,3200000.0,2400000.0,0.0,0.0,0.0,6000000.0,0.0,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350000.0,700000.0,0.0,0.0,0.0,700000.0,700000.0,700000.0,0.0,0.0,0.0,700000.0,0.0,700000.0,0.0,700000.0,700000.0,0.0,0.0,700000.0,0.0,0.0,0.0,700000.0,700000.0,700000.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,1378276.6808149486
3ab40dda2,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85827.84601075618
3ad62e6ba,511000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982915.9057002784
3af0d4969,2700000.0,280000.0,2000000.0,2000000.0,0.0,0.0,0.0,7260000.0,933333.34,15000000.0,500000.0,190000.0,364444.44,0.0,0.0,400000.0,0.0,200000.0,0.0,0.0,1600000.0,2400000.0,0.0,0.0,0.0,5600000.0,4000000.0,17000000.0,10000000.0,566666.66,0.0,0.0,0.0,1266666.66,1500000.0,3600000.0,0.0,700000.0,0.0,0.0,788000.0,2700000.0,2700000.0,0.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,0.0,0.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,2700000.0,0.0,2700000.0,0.0,0.0,2700000.0,0.0,2700000.0,0.0,2700000.0,0.0,0.0,2700000.0,0.0,0.0,0.0,0.0,2700000.0,1648680.8043695383
3afe07957,5940000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390000.0,0.0,0.0,0.0,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,200000.0,0.0,7400000.0,0.0,0.0,0.0,0.0,0.0,5940000.0,5940000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5940000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5940000.0,195024.9918620179
3aff18214,1000000.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,8400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4213286.129685069
3b0f09f61,20000000.0,3266666.66,3352000.0,800000.0,0.0,12797000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,9026666.66,0.0,0.0,10450000.0,0.0,20000000.0,2692000.0,3226000.0,0.0,1600000.0,760000.0,0.0,0.0,2500000.0,0.0,20000000.0,10666666.66,1800000.0,0.0,6000000.0,2000000.0,0.0,20325000.0,6000000.0,0.0,1200000.0,0.0,11540000.0,0.0,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,662036.2430203255
3b1bad3d5,1350000.0,0.0,0.0,730000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995107.8118124575
3b25a88ff,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4853110.304743716
3b43ff7e1,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,2600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033490.4142815314
3b4e4b837,37692307.7,40833333.34,53333333.34,40000000.0,48750000.0,42000000.0,43636363.64,47000000.0,37142857.14,25714285.72,30000000.0,20000000.0,32500000.0,22000000.0,23333333.34,18500000.0,22500000.0,25000000.0,32500000.0,25000000.0,22500000.0,30000000.0,25000000.0,34000000.0,24000000.0,23333333.34,16666666.66,30000000.0,20000000.0,42500000.0,0.0,24000000.0,26250000.0,30000000.0,0.0,32000000.0,28000000.0,30000000.0,27500000.0,26000000.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,37692307.7,0.0,0.0,37692307.7,37692307.7,37692307.7,37692307.7,0.0,0.0,0.0,37692307.7,37692307.7,37692307.7,37692307.7,0.0,0.0,37692307.7,37692307.7,37692307.7,0.0,37692307.7,34736121.83208047
3b624f3a9,366000.0,60000.0,0.0,371333.34,0.0,2000.0,2000.0,0.0,35000.0,364000.0,0.0,490000.0,22000.0,24000.0,371000.0,8000.0,278000.0,140000.0,0.0,366000.0,0.0,2000.0,0.0,302000.0,98000.0,48000.0,40000.0,0.0,185000.0,480000.0,7000.0,0.0,12000.0,0.0,362000.0,156000.0,0.0,12000.0,204000.0,0.0,124000.0,366000.0,366000.0,0.0,0.0,0.0,0.0,366000.0,0.0,0.0,0.0,0.0,366000.0,0.0,0.0,0.0,0.0,0.0,0.0,366000.0,366000.0,0.0,0.0,366000.0,366000.0,0.0,0.0,366000.0,366000.0,0.0,0.0,0.0,0.0,0.0,366000.0,0.0,366000.0,366000.0,366000.0,366000.0,42076.38656392683
3b8245589,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0
3ba8819cf,32000.0,22000.0,0.0,8000.0,17000.0,28000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,32000.0,32000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32000.0,287523.48303433886
3bad9cd5c,534000.0,0.0,0.0,0.0,6762000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5124000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,202000.0,0.0,0.0,0.0,552000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534000.0,382700.2271441077
3bb914bb1,750000.0,0.0,625000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,750000.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,1219758.415830917
3bb97d3da,4000000.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9220872.791612089
3bc37ca3d,1200000.0,0.0,38000000.0,20500000.0,1866666.66,12066666.66,700000.0,600000.0,900000.0,4100000.0,0.0,0.0,0.0,0.0,0.0,0.0,28000000.0,0.0,6050000.0,0.0,0.0,950000.0,0.0,0.0,1733333.34,0.0,13200000.0,3205000.0,2000000.0,0.0,1200000.0,0.0,0.0,0.0,400000.0,0.0,0.0,5000000.0,400000.0,0.0,0.0,0.0,1200000.0,0.0,1200000.0,0.0,0.0,0.0,1200000.0,1200000.0,0.0,1200000.0,1200000.0,0.0,0.0,1200000.0,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,1200000.0,0.0,1200000.0,0.0,1200000.0,0.0,1200000.0,0.0,1200000.0,1200000.0,0.0,0.0,1200000.0,0.0,0.0,0.0,1200000.0,3141105.090808031
3bccfeab1,400000.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456079.4491796554
3bd596b49,800000.0,0.0,0.0,0.0,10000000.0,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,6125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4334684.769421605
3bd8c8e64,3321333.34,1223000.0,1246500.0,854333.34,1312250.0,777750.0,1110333.34,1427333.34,1134000.0,0.0,1493200.0,1238000.0,837200.0,8567333.34,1190000.0,695333.34,726000.0,1140666.66,1809333.34,0.0,1565500.0,0.0,0.0,1192000.0,1320000.0,1109714.28,3172000.0,2269666.66,1258800.0,5233692.3,1916666.66,1508000.0,1420500.0,1092500.0,766000.0,1988666.66,1545200.0,1489500.0,1490000.0,3357500.0,66627200.0,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,0.0,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,0.0,0.0,3321333.34,3321333.34,3321333.34,0.0,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,3321333.34,0.0,3321333.34,3321333.34,3321333.34,3321333.34,1138957.5251298218
3bda5144f,19000000.0,0.0,0.0,0.0,0.0,0.0,50000000.0,0.0,0.0,10000000.0,12500000.0,27777777.78,11666666.66,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19000000.0,0.0,0.0,0.0,0.0,19000000.0,30084025.05289614
3bdbe0fb0,3000000.0,0.0,0.0,0.0,7333333.34,0.0,5000000.0,0.0,6000000.0,4000000.0,0.0,0.0,8000000.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,6000000.0,0.0,6000000.0,0.0,0.0,4000000.0,7000000.0,6000000.0,0.0,0.0,3500000.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,2000000.0,0.0,3000000.0,0.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,11711744.635686882
3be5f1028,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3566666.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,375637.0954309566
3bf4d0dd2,3172000.0,1258800.0,5233692.3,1916666.66,1508000.0,1420500.0,1092500.0,766000.0,1988666.66,1545200.0,1489500.0,1490000.0,3357500.0,66627200.0,9135000.0,1636400.0,1810800.0,1822000.0,2421000.0,2352800.0,2436000.0,2202000.0,0.0,1470666.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3172000.0,3172000.0,0.0,0.0,3172000.0,0.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,0.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,0.0,3172000.0,3172000.0,3172000.0,3172000.0,3172000.0,2780347.9462557873
